name,latitude_degree,longitude_degree,elevation_m
N4W9,42.936356,-84.065849,10972.800000000001
N3W9,33.621609,-83.77092,8839.2
N4W12,44.283375,-119.484291,10668.0
N3W9,34.947464,-89.397186,9753.6
N5W1,52.463348,-4.624224,10363.2
N2W9,27.300467,-83.719727,11887.2
N3W10,31.521606,-93.006859,11887.2
N4W9,42.282898,-88.285072,3070.86
N3W9,36.148697,-88.442574,10675.62
N1W9,19.876455,-84.42524,10972.800000000001
N3W10,39.618702,-93.909302,10058.4
N3W10,36.051029,-95.261398,9753.6
N3W8,37.014896,-76.28685,8839.2
N3W9,35.562424,-83.724861,10363.2
N3W9,37.61412,-86.98571,11277.6
N4W9,41.953388,-86.52372,9715.5
N3W8,38.599182,-77.692741,6362.700000000001
N3W10,39.293022,-91.535889,10972.800000000001
N3W11,31.054672,-101.587006,12192.0
N3W10,32.526993,-92.644356,8534.4
N3W9,31.907742,-81.263458,10972.800000000001
N4W9,43.0616,-89.783211,3779.52
N4W8,42.414814,-76.946838,9144.0
N3W9,36.389,-87.860413,10058.4
N3W12,38.553497,-117.05909,11277.6
N3W8,38.163757,-78.435516,9235.44
N3W9,31.315796,-90.533966,9753.6
N2W9,27.811478,-81.730354,9144.0
N3W8,39.979572,-79.073097,10668.0
N3W10,37.471939,-94.238968,10058.4
N2W10,29.717646,-94.313644,6560.820000000001
N1W9,14.84166,-90.454391,3672.84
N3W9,37.960556,-86.344833,10668.0
N3W8,38.672993,-77.512451,5227.320000000001
N3W11,35.315277,-105.523796,6530.34
N3W10,34.691612,-95.787216,11132.82
N3W9,35.844589,-84.216095,8229.6
N3W10,33.279449,-95.140198,10607.04
N4W10,41.525063,-91.327812,10668.0
N3W9,35.960541,-87.44236,8221.98
N3W8,39.7085,-74.647522,8648.7
N3W9,39.226871,-86.300903,4533.900000000001
N3W9,36.102264,-81.586014,6141.72
N4W9,42.438183,-82.723541,9448.800000000001
N3W8,36.718094,-77.800995,8229.6
N4W8,42.137283,-73.676003,5486.400000000001
N3W8,37.893723,-79.288918,10363.2
N3W9,32.68116,-87.021027,8839.2
N1W9,17.123795,-86.494591,10972.800000000001
N3W9,39.933628,-84.288979,8839.2
N3W9,33.048019,-85.245117,11277.6
N3W9,35.306946,-81.221298,3223.26
N3W9,32.773754,-85.399422,11277.6
N4W8,40.84021,-75.9104,4358.64
N3W9,36.204189,-87.924637,10058.4
N4W8,40.783951,-77.039734,9753.6
N4W8,40.316299,-78.745605,9448.800000000001
N3W9,38.10091,-89.377121,10363.2
N3W8,39.534721,-77.814331,7490.46
N2W7,20.198044,-67.649887,8679.18
N4W8,40.663559,-74.457275,5257.8
N3W12,35.333267,-112.420235,8839.2
N3W9,35.548733,-88.722076,10058.4
N1W9,15.513794,-90.394012,7002.780000000001
N4W8,40.034458,-75.510597,10972.800000000001
N3W9,30.439636,-81.831985,10050.78
N3W10,31.60762,-93.5439,9144.0
N4W9,41.734222,-89.206299,8321.04
N3W8,38.296692,-76.696083,6576.06
N3W9,31.709011,-87.323898,8839.2
N3W8,36.950512,-78.703667,8221.98
N3W9,39.269699,-85.339539,10050.78
N3W9,33.063354,-85.212929,10058.4
N3W12,34.484436,-116.175316,11277.6
N3W12,34.504807,-117.48275,11574.78
N3W9,32.862202,-84.73822,10058.4
N3W10,34.380737,-93.29258,8534.4
N4W9,42.142273,-85.964958,8618.220000000001
N4W10,41.031006,-95.543823,4000.5
N3W9,36.102676,-86.781525,10668.0
N3W8,39.929489,-80.745544,10972.800000000001
N3W9,32.640701,-85.595032,10058.4
N4W8,40.866951,-75.174515,6370.320000000001
N2W10,26.596161,-98.937172,8054.34
N1W9,13.344385,-85.396294,6743.700000000001
N2W8,25.604336,-79.85376,5341.62
N4W8,40.817097,-74.526939,5097.780000000001
N4W8,41.139771,-74.125671,4792.9800000000005
N3W9,35.618134,-86.440201,5730.240000000001
N3W10,37.159103,-92.968765,10058.4
N3W10,36.793724,-97.179855,5989.320000000001
N2W8,26.576797,-80.795944,7924.8
N3W8,38.380966,-77.165985,7421.88
N3W8,39.710815,-77.168747,9288.78
N4W8,40.984955,-73.640625,3802.38
N4W12,46.865673,-116.388611,7406.64
N3W10,30.197296,-99.435532,8564.880000000001
N2W8,26.888992,-80.693474,8846.82
N3W10,38.241898,-98.512299,10668.0
N3W12,35.808353,-112.978546,10058.4
N3W8,38.987175,-75.414307,6004.56
N3W9,36.826824,-82.550453,9304.02
N4W8,40.461823,-76.018738,5981.700000000001
N3W8,38.572208,-76.789063,4511.04
N3W8,39.481155,-76.354088,7673.34
N4W13,42.274887,-122.455612,6096.0
N3W11,35.458839,-108.549187,10363.2
N3W10,38.937038,-91.038086,6172.200000000001
N3W8,39.474762,-75.332214,4457.7
N3W11,32.228069,-110.906082,3055.6200000000003
N3W8,39.322582,-75.277588,4663.4400000000005
N3W11,35.007339,-107.002411,5501.64
N3W10,39.529087,-95.14801,8854.44
N2W9,29.619644,-81.533081,8839.2
N3W8,39.976593,-75.642761,4107.18
N3W9,33.852928,-85.582291,7010.400000000001
N3W8,36.22966,-71.679901,12199.62
N1W7,19.220675,-65.915619,10668.0
N2W7,20.51889,-69.042206,12199.62
N2W10,20.619848,-95.474335,11582.400000000001
N4W8,40.268463,-78.334961,12496.800000000001
N3W8,38.897049,-74.890335,11277.6
N1W8,19.001226,-79.054672,12192.0
N1W8,17.769928,-77.45472,12192.0
N1W8,17.663086,-75.152168,11582.400000000001
N1W2,14.506256,-17.416834,4526.280000000001
N3E6,31.220259,65.1269,9776.460000000001
N3E6,34.604599,68.065681,8534.4
N0E0,6.778198,3.534292,3215.6400000000003
N4W8,44.187851,-80.294235,11887.2
N4E1,46.856186,16.842241,11582.400000000001
N4E2,43.313782,23.480785,11582.400000000001
N4E4,41.300858,48.328674,11582.400000000001
N4W18,43.47805,-176.28421,10972.800000000001
N3W14,35.000896,-139.97818,11276.3808
N4E16,45.228046,163.697266,10363.2
N5W3,52.039318,-28.960648,10666.7808
N0E10,3.075287,104.718788,10294.62
N4W18,43.701382,-174.083008,11582.400000000001
N4E9,43.465267,91.049393,11003.28
N1E11,17.74329,110.618202,11582.400000000001
S3E11,-22.436737,145.551926,11582.400000000001
N1E12,12.780126,120.925072,12192.0
N2E11,23.026646,111.306152,10881.36
N1E11,19.530479,118.314362,10668.0
N2E11,21.307005,118.092598,11582.400000000001
N1E12,18.131771,123.899544,11582.400000000001
N2E11,20.244032,119.069374,9753.6
N5W11,57.240261,-106.755745,10668.0
N2E11,20.773682,119.635765,10668.0
N2E11,26.54092,115.558212,11612.880000000001
N2E13,28.276978,132.820435,10058.4
N6W13,61.416042,-123.274742,10668.0
N3E14,34.471985,144.511856,11277.6
N3E14,34.620529,143.646179,11277.6
N2E12,29.45517,127.798042,9151.62
N3E13,34.768845,137.613235,10599.42
N3E12,32.355423,125.867561,9753.6
N2E11,22.485855,118.365349,11277.6
N0E0,5.786676,8.753451,11887.2
N0W0,8.454492,-0.864889,11582.400000000001
N3E2,36.249714,28.184315,10972.800000000001
N3E4,39.180027,42.747292,9753.6
N4W0,45.993889,-0.051361,11582.400000000001
N2E12,25.023376,121.323143,12192.0
N4E16,45.204933,163.628143,10363.2
S1W8,-6.252869,-79.343636,10058.4
N5W7,54.190201,-63.998501,10668.0
N3W10,34.929539,-95.066696,10370.82
N4E2,41.077835,26.058167,9448.800000000001
N1W8,13.915604,-71.966034,10668.0
N3W12,39.55307,-111.682472,11285.220000000001
N5E8,55.133469,85.051788,11391.900000000001
N5E10,56.337658,101.385101,10972.800000000001
N5E11,53.526489,117.097618,10972.800000000001
N4E2,44.751408,25.45676,11582.400000000001
N5W3,59.678936,-28.003292,11582.400000000001
N5W2,55.811199,-13.536015,10972.800000000001
N6W2,65.970711,-19.810499,11277.6
N4E0,42.189083,4.640893,10972.800000000001
N4E0,41.396988,2.615558,10972.800000000001
N4E2,46.354477,21.818512,11285.220000000001
N4E1,48.667759,17.331223,5135.88
N4E1,44.007111,18.076342,3192.78
N3W8,33.969727,-79.464508,11582.400000000001
N3W11,30.662247,-102.04705,12199.62
N3W8,39.776596,-73.847176,12192.0
N5W1,50.655121,-4.163299,13106.400000000001
N2W6,21.683922,-52.550011,12496.800000000001
N0W8,0.085327,-78.917305,11269.980000000001
N1W9,16.850281,-88.385841,10668.0
N0W8,7.117081,-76.426674,11277.6
S1W8,-7.527603,-76.877945,10965.18
N3W4,31.513939,-36.163731,12192.0
S0W8,-0.294067,-74.817314,10668.0
S1W8,-5.515411,-74.068565,10980.42
N1W8,15.843063,-76.822861,11887.2
S1W7,-7.444401,-63.009102,11574.78
S2W7,-12.108982,-66.160248,10972.800000000001
S1W7,-9.743683,-67.938194,10980.42
N2W8,28.464844,-77.612968,10965.18
N2W9,22.541245,-82.203926,11277.6
S1W7,-7.771271,-61.635815,11582.400000000001
N0W9,9.529266,-82.777191,11894.82
N2W11,27.368711,-106.35463,11582.400000000001
N0W9,9.785094,-83.292183,11292.84
S2W6,-12.720245,-56.92836,10370.82
S1W8,-5.15026,-76.375725,10972.800000000001
N2W8,24.619104,-77.422005,11879.58
S1W7,-3.316589,-69.98822,4450.08
N1W8,10.735016,-76.274284,10668.0
N3W2,37.502518,-13.493139,11887.2
N1W8,18.688955,-77.75074,10980.42
N1W8,18.814878,-77.777763,11582.400000000001
N1W8,11.906572,-74.89756,11582.400000000001
N0W8,2.321045,-74.026855,11879.58
N0W8,1.855179,-72.898849,10668.0
N0W8,8.745723,-74.037529,13106.400000000001
N0W7,9.808823,-70.995651,11277.6
N0W8,9.987782,-72.939888,10363.2
N0W8,9.498286,-75.175797,4846.320000000001
N0W8,9.100433,-74.194489,10972.800000000001
N0W8,7.309772,-73.575676,10972.800000000001
N0W8,7.999723,-72.479271,11277.6
N0W8,4.819885,-74.292854,3360.42
N0W8,9.603882,-79.147461,10972.800000000001
N0W8,8.109924,-74.40905,10972.800000000001
N0W8,5.869537,-74.021965,9212.58
N0W8,3.529953,-75.6418,9464.04
N0W8,4.753922,-74.557602,6141.72
N0W8,3.816306,-75.537064,9845.04
N0W8,6.809784,-74.942444,11277.6
N0W8,4.972756,-73.988281,5097.780000000001
N0W8,4.563749,-74.295326,4518.66
N0W8,3.3284,-75.688446,10668.0
N1W9,12.417763,-86.880554,3787.1400000000003
N0W8,8.733665,-75.737091,8374.380000000001
N1W9,12.828866,-88.167984,7665.72
N1W9,13.952869,-88.728477,5745.4800000000005
N1W9,13.618904,-89.473618,4541.52
N1W8,10.298676,-75.447678,3307.0800000000004
N1W9,15.93781,-90.112411,5402.58
N0W8,4.766556,-74.072243,3573.78
N1W8,11.788749,-78.338448,12496.800000000001
N1W8,10.895691,-73.665558,12496.800000000001
N0W8,7.829636,-74.153801,10431.78
N0W8,4.083801,-79.032806,11582.400000000001
N4W11,43.673077,-106.468117,12192.0
N1E10,11.152659,107.220734,3528.0600000000004
N1E10,11.421312,107.696899,5509.26
N1E10,16.703705,107.112846,9441.18
N2W11,24.950592,-105.86985,10965.18
N2W10,25.828583,-100.431007,5554.9800000000005
S3W5,-23.665375,-44.815723,10363.2
N4E3,42.178215,37.31237,11254.74
N4E3,41.573959,34.186146,10660.380000000001
N4E4,40.782368,47.396893,10873.74
N4E4,41.265015,46.89624,9761.220000000001
N5E3,55.078453,34.530064,10972.800000000001
N5E4,51.799606,49.790878,10347.960000000001
N5E5,54.165848,53.664448,8625.84
N4E2,41.383942,29.353027,3329.94
N4E3,41.740704,30.574041,8313.42
N4E3,43.235809,38.683002,10972.800000000001
N4E4,44.04007,41.933983,7239.0
N4W2,40.034729,-14.822693,8702.04
N2W3,21.359997,-30.556068,11034.9792
S1W4,-8.339905,-35.099827,3215.6400000000003
N3W2,34.821491,-15.106716,11277.6
S2W5,-14.55368,-44.766731,4572.0
S1W4,-8.538895,-35.288971,5082.54
S2W5,-19.37183,-44.196899,5212.08
S1W4,-7.267875,-40.370113,11879.58
S3W5,-21.285591,-45.396423,11574.78
S1W4,-9.947388,-36.40036,11277.6
S1W5,-8.356659,-48.306,11574.78
S2W6,-16.437729,-54.077976,9570.720000000001
S1W5,-5.940019,-47.353584,11871.960000000001
S1W5,-1.629822,-48.180588,3055.6200000000003
S1W6,-10.483154,-52.662682,11582.400000000001
S2W6,-17.501312,-55.568897,4267.2
S2W5,-17.812271,-43.409779,10370.82
S2W5,-18.241823,-43.784214,11582.400000000001
S2W5,-15.245904,-41.699932,11887.2
S2W4,-16.094055,-40.930531,11894.82
S2W4,-17.221527,-39.521725,11582.400000000001
S1W5,-1.85582,-46.825359,10995.66
S2W4,-15.249664,-40.683529,10980.42
S2W5,-18.93306,-44.369415,11574.78
S1W5,-5.320455,-41.353867,11894.82
S2W6,-17.254074,-51.381046,10972.800000000001
S3W6,-29.785172,-56.267643,4175.76
S1W4,-7.386017,-34.843094,4457.7
S3W5,-23.306034,-46.135105,6918.96
S2W5,-18.818369,-50.261402,12199.62
S3W5,-25.6845,-49.407799,5067.3
S3W5,-23.480438,-46.973595,3230.88
S3W5,-25.161896,-46.993916,8656.32
S2W5,-17.629486,-48.663361,8801.1
S1W4,-10.381027,-37.515938,10370.82
S3W5,-22.076422,-46.40218,8823.960000000001
S2W5,-19.386261,-49.448814,9753.6
S2W5,-17.530315,-42.075134,11582.400000000001
S3W5,-21.1138,-43.010925,5486.400000000001
S1W4,-7.927492,-36.027061,6080.76
S3W5,-26.32543,-48.291199,3916.6800000000003
S2W5,-16.985283,-45.510571,10363.2
S2W5,-19.733917,-43.546421,3421.38
S3W5,-27.970913,-50.968216,11582.400000000001
S2W5,-19.241995,-46.196911,5173.9800000000005
S3W5,-23.040424,-44.226227,4968.240000000001
S2W5,-19.702629,-42.670849,7810.5
S1W4,-4.34216,-32.673435,3512.82
S3W5,-21.2686,-44.95219,10668.0
S2W5,-16.86676,-42.051857,4572.0
S1W4,-9.039688,-37.304077,10797.54
S3W5,-23.74894,-45.190796,6256.02
S3W5,-21.259104,-43.183746,10668.0
S3W6,-24.571564,-51.504772,8839.2
S3W5,-25.99855,-50.884785,10927.08
S2W5,-17.242538,-46.783928,9662.16
S3W5,-22.51149,-47.693947,5852.16
S2W5,-18.592499,-47.9739,4998.72
S3W5,-26.658558,-48.26516,5737.860000000001
S3W6,-29.746321,-51.406807,4175.76
S3W5,-25.32074,-47.957188,9448.800000000001
S2W4,-13.664106,-39.104485,7894.320000000001
S1W4,-8.47032,-35.412628,4084.32
S2W6,-16.682148,-52.08807,10972.800000000001
N5E8,53.825134,81.611778,10363.2
N3E10,33.428146,104.267448,9784.08
N3E3,36.947113,31.605036,9761.220000000001
N5E4,57.424713,47.190426,10668.0
N2W8,21.236526,-73.934326,11856.720000000001
N1E11,19.435369,113.593491,9144.0
N1E10,13.913346,108.152061,10972.800000000001
N1E10,10.182358,100.280128,6896.1
N1E10,11.547376,100.088295,10675.62
N1E10,10.205566,100.575363,4526.280000000001
N1E9,18.375412,99.254265,6019.8
N0E9,8.936508,99.273766,4564.38
N0E9,8.45803,98.642075,4145.280000000001
N2E7,25.501268,78.517166,10363.2
N0E9,7.83696,98.770073,11277.6
N1E7,17.371582,74.737244,10363.2
N2E7,20.836075,79.954132,9144.0
S4E7,-31.337803,116.110878,3055.6200000000003
S2E7,-11.764919,111.246033,10668.0
N1E9,10.808716,96.818771,10363.2
S1E9,-1.642776,105.645836,11269.980000000001
N2E5,22.601717,54.263813,11887.2
S1E5,-10.792923,110.410324,10050.78
N0E9,6.068782,92.932213,10972.800000000001
S1E9,-1.863831,104.4217,10363.2
S1E9,-2.699799,105.541183,11277.6
N2E12,23.169067,120.057343,9144.0
S1E12,-5.759396,112.55706,10972.800000000001
S0E12,-0.312424,104.88652,8983.98
N0E9,4.486286,98.304573,10363.2
S1E9,-9.530313,115.53109,5181.6
S1E9,-5.837837,105.917725,5867.400000000001
N0E10,4.179925,101.26918,7345.68
N0E11,5.097517,113.233719,11582.400000000001
N3E11,36.088268,114.722099,6888.4800000000005
N2E11,29.88657,117.204681,9784.08
N4E4,46.484436,47.552647,10972.800000000001
N4E3,42.177444,33.910069,10668.0
N5E1,59.671463,15.773712,10660.380000000001
N4W3,41.723282,-23.604445,9441.18
N2E3,26.11413,32.490692,11277.6
N1E1,13.159744,14.217776,7467.6
N1W3,16.84395,-23.703493,3657.6000000000004
N4E1,48.274155,16.19434,10050.78
N3E4,39.047413,43.828064,11574.78
N6W2,65.012695,-20.397877,11574.78
N2E5,23.907028,59.194946,10972.800000000001
N2E8,21.731283,82.681374,9144.0
N0E10,8.636976,100.365509,11582.400000000001
N2E9,23.490692,90.71241,3764.28
N3W2,33.420822,-12.986883,11887.2
N2W2,28.294542,-15.678029,3299.46
S2W7,-16.869324,-66.605721,10363.2
S2W7,-17.515137,-64.794518,8839.2
S2W7,-17.420034,-66.307495,4602.4800000000005
S2W7,-16.351706,-67.840332,7551.42
N4W8,44.206055,-73.37677,6393.18
N6E2,63.154953,20.042929,3939.5400000000004
N6E1,62.812237,19.174101,6088.38
N5E1,57.933838,15.363936,4259.58
N5E1,58.424873,16.234222,4282.4400000000005
N5E1,59.207184,16.89953,6027.42
N5E1,58.152145,16.182684,10972.800000000001
S2W6,-12.65867,-60.13781,6736.08
S2W6,-15.592758,-56.713787,5486.400000000001
S1W4,-10.321178,-39.900757,11277.6
N3W8,32.24762,-80.599007,9144.0
N4W8,43.319183,-79.00399,11582.400000000001
N3W8,33.993328,-79.855209,10668.0
N3W9,39.028324,-81.112488,7970.52
N3W9,31.737873,-82.479362,11277.6
N3W8,39.493801,-73.873047,10972.800000000001
N6W2,61.009129,-16.191788,12496.800000000001
N4E3,41.460205,35.367676,10995.66
N4E3,42.343777,31.700922,12192.0
N5W1,54.881287,-9.100395,11887.2
N5E0,50.990433,7.383852,11582.400000000001
N4E3,40.726875,36.259937,10972.800000000001
N4E0,49.915192,2.062322,12192.0
N4E3,40.70956,36.856258,11582.400000000001
N7W6,71.686798,-56.127625,11887.2
N4W4,41.509609,-38.901558,11582.400000000001
N3W1,39.604221,-4.491089,10668.0
N4E2,42.725365,29.345249,11574.78
N5W4,59.098034,-36.978436,10668.0
N3W4,36.973137,-34.699421,11277.6
N4E3,40.201218,37.089111,11887.2
N3E2,34.332733,23.68574,11269.980000000001
N3E2,32.089691,26.449146,11887.2
N3W4,37.294861,-31.243803,11277.6
N6W3,65.53643,-21.484838,11582.400000000001
N2E0,28.97551,3.593768,12192.0
N6W4,60.08852,-36.28046,10364.4192
N5W4,58.097248,-34.459991,11583.619200000001
N3W3,39.922176,-26.888977,10972.800000000001
S4W6,-31.429916,-54.62537,12192.0
N4W3,44.504242,-28.569088,10668.0
N5W2,59.263172,-20.992298,11887.2
N4W3,44.086246,-25.322113,9144.0
N5W1,55.450558,-3.087158,3467.1000000000004
N4E2,44.454987,23.104116,11871.960000000001
N4E2,45.564743,25.436968,11887.2
N5W2,56.89991,-19.339886,11583.619200000001
N5W3,57.76783,-23.110428,10363.2
N4W2,45.16531,-19.699001,11582.400000000001
N4E1,44.874447,16.570532,10668.0
N5E0,50.719574,0.706688,4389.12
N5W2,56.411705,-16.907959,10972.800000000001
N4E1,46.410954,12.397522,10965.18
N4E0,40.781624,2.311311,11887.2
N4W1,41.733353,-7.295109,11277.6
N5W1,55.422672,-3.984791,11894.82
N4W1,42.700272,-8.138825,10363.2
N4E1,46.988899,13.728826,9448.800000000001
S1E1,-5.646228,112.083275,10058.4
N4W0,49.552994,-0.459273,7879.080000000001
N5W2,57.569244,-12.298751,11277.6
N4W7,43.790909,-68.452614,11018.52
N5W2,57.293381,-11.192579,10972.800000000001
N5W1,57.918571,-9.801636,11887.2
N4E1,48.469631,11.439731,3581.4
N5E0,50.644272,0.837039,5120.64
N5E0,52.248825,3.169708,10363.2
N4E1,49.73877,11.949583,10050.78
N5W1,55.153244,-9.494853,10972.800000000001
N4E1,49.89748,10.914768,11879.58
N5E0,51.711365,1.059884,5334.0
N4W1,43.135769,-3.179038,10972.800000000001
N4E0,49.330582,3.126456,10965.18
N5E0,51.165665,0.289356,3398.52
N4W7,43.831352,-65.159065,12496.800000000001
N4E0,46.463654,5.092498,11285.220000000001
N5E0,50.127914,9.652935,11887.2
N4E0,47.699661,2.946739,11887.2
N4W1,49.950119,-7.179132,10972.800000000001
N4E0,45.563416,7.602338,10965.18
N4E0,48.358185,4.540679,8846.82
N4W1,44.568878,-7.077406,10980.42
N5W1,54.143372,-4.738177,11582.400000000001
N5E0,53.033566,6.023176,11582.400000000001
N4E2,43.380215,23.870806,11574.78
N4E0,47.435844,3.489357,10073.640000000001
N5E0,50.147552,7.098614,11269.980000000001
N5W1,55.256104,-3.487917,5410.2
N5W1,54.126335,-4.128597,9753.6
N4W8,42.189224,-71.058228,11887.2
N3E2,37.240582,28.193365,10355.58
N5E0,52.021286,6.678118,11582.400000000001
N5W1,53.804123,-3.234218,10972.800000000001
N4E0,46.612896,4.694321,11582.400000000001
N5W0,51.965378,-0.965541,3962.4
N3W2,31.235575,-15.244189,10370.82
N5W1,53.277779,-1.899665,10012.68
N5W1,52.822723,-1.357498,7863.84
N5W1,52.996124,-1.671982,10363.2
N5E0,50.306625,0.167397,5958.84
N4E0,49.696426,0.997226,10058.4
N5E0,51.977436,0.595694,6431.280000000001
N4E0,47.37677,7.96544,10980.42
N5W0,50.699669,-0.018463,6088.38
N5W0,50.446838,-0.165012,7231.38
N5W0,51.322121,-0.944748,3726.1800000000003
N5E0,50.823303,5.136776,9753.6
N5E0,51.673462,1.918079,4267.2
N4E0,42.247692,1.501103,9105.9
N5E1,50.502365,12.073324,10942.32
N5E0,51.314766,0.358429,4617.72
N4E1,48.351948,15.126223,9159.24
N5W1,56.721668,-3.021506,7688.580000000001
N5E0,51.114807,3.858577,5196.84
N5W1,52.383316,-7.638092,8077.200000000001
N2W1,26.720053,-8.614074,11277.6
N2E1,22.400951,10.655708,11278.8192
N2E0,22.800922,5.452995,11277.6
N3W1,34.611603,-6.189843,11277.6
N2W1,29.915726,-9.36936,10972.800000000001
N3W1,36.711235,-4.992234,10668.0
N5E0,54.454559,8.143455,11269.980000000001
N4W0,47.260574,-0.561127,10668.0
N5E0,50.697903,5.445328,4213.860000000001
N4E1,45.390427,15.678864,11269.980000000001
N1E12,10.14061,124.846954,10683.24
N2E1,26.968502,14.391878,10355.58
N4E1,46.015732,10.809743,11277.6
N5W1,53.610626,-1.409966,4419.6
N2E12,29.061996,121.095535,9311.640000000001
N4W8,44.707077,-77.578453,5494.02
N5W12,56.558121,-112.099083,4792.9800000000005
N5E8,54.720341,84.086777,10972.800000000001
N2E10,25.615629,103.5345,4450.08
N5E0,54.14328,8.021554,10668.0
N2E11,29.634409,113.497498,8100.06
N3E11,34.564774,114.849167,8412.48
N2E11,25.371185,118.672539,11003.28
N3E10,33.931042,108.677277,10081.26
N2E11,27.77632,111.085197,9784.08
N2E10,26.470255,107.241089,8862.060000000001
N2E10,26.86525,104.591377,10393.68
N3E10,32.990921,107.374825,10995.66
N2E10,26.837723,103.733948,10393.68
N2E10,27.861469,108.050911,9471.66
N2E11,27.556271,110.465607,8869.68
N3E12,37.905067,123.687546,10690.86
N2E10,27.604797,104.953064,11010.900000000001
N2E11,29.41411,118.416977,9174.48
N3E13,33.712246,131.41777,9144.0
N3E11,34.128071,112.593224,8412.48
N2E11,27.484039,115.439468,7802.88
N2E10,27.613205,103.905579,10698.480000000001
N3E11,33.598251,114.893509,7802.88
N2E11,28.872482,113.508522,11308.08
N3E10,30.990417,105.318871,9494.52
N3E12,33.073318,121.545174,10698.480000000001
N4E12,44.033581,123.107368,9799.32
N3E10,35.747223,107.326813,9471.66
N4E12,42.81308,125.076408,10782.300000000001
N3E12,38.05632,120.68885,5852.16
N2E10,28.177837,102.903656,9174.48
N2W10,26.617825,-99.078354,10980.42
N4W11,46.320328,-105.302147,11582.400000000001
N2W10,27.049622,-96.740784,9144.0
N3W11,39.192673,-103.499275,7490.46
S1W8,-1.463602,-79.43589,10363.2
S1W8,-8.094177,19.498173,10668.0
N2W11,26.750244,-105.358315,9448.800000000001
N2W11,28.872482,-105.136467,10058.4
N4E6,40.566273,66.957985,10363.2
N6W2,61.203735,-20.824389,11277.6
N4E6,42.055115,66.804115,10058.4
N3E14,39.154587,149.827591,10059.619200000001
N4E6,41.446335,60.091034,10668.0
N4E8,41.13821,81.116371,9791.7
N4E9,41.907299,98.710373,10088.880000000001
N4W10,48.063557,-92.56601,10668.0
N4E3,42.596687,31.240248,9448.800000000001
N4E1,48.126961,18.857187,9448.800000000001
N4E0,48.662018,6.948148,7802.88
N1W7,13.007114,-61.980526,11887.2
N1W7,17.330328,-70.821793,11582.400000000001
N3W7,35.764549,-70.448578,10668.0
N2W8,26.715816,-77.548004,11887.2
N1W7,15.712509,-64.463631,12192.0
N1W7,14.941918,-64.102921,11582.400000000001
N1W7,15.884694,-61.079472,10972.800000000001
N1W6,12.414412,-60.02573,5036.820000000001
N1W6,12.551376,-60.622227,4876.8
N5E0,51.724731,1.253406,6134.1
N5W11,59.105255,-105.877075,11887.2
N5W12,59.414291,-113.234711,11887.2
N2E4,25.319412,47.210644,4754.88
N5W15,54.03162,-149.164459,11280.038400000001
N4W8,42.842926,-76.612648,10668.0
N7E3,79.956604,36.847973,11277.6
N4E16,43.003269,169.990097,11582.400000000001
N4E17,42.533813,174.190369,9753.6
N3E14,39.895687,144.881348,10972.800000000001
N4E17,42.983334,179.850006,9753.6
S3E17,-27.235712,116.719383,10972.800000000001
N2E8,24.199156,89.325325,10363.2
N4E17,44.893471,172.622955,10058.4
N1E9,15.227142,93.625389,10972.800000000001
S1E9,-1.687683,126.989479,11582.400000000001
N4E16,44.001274,164.003052,11278.8192
N2E8,21.776596,83.357964,12192.0
S1E8,-3.59225,57.357109,11887.2
N1E10,15.726417,106.908989,10363.2
N4E2,40.672668,28.482483,11277.6
N3E14,35.181656,140.437729,10668.0
N4E3,41.124161,30.858643,9448.800000000001
N2E9,21.15921,98.752907,12192.0
N4E2,43.422592,25.775522,10058.4
N2E11,24.23435,113.90107,8412.48
N0E12,8.046182,123.801048,10668.0
N0E12,7.572746,124.021347,11277.6
N4E2,43.476379,24.894125,11277.6
S3E2,-21.781677,141.179657,10363.2
N2E11,21.622009,115.038193,7178.04
N1E10,10.7781,107.972572,10972.800000000001
N1E10,19.512131,103.361137,11582.400000000001
N2E12,27.590767,123.64563,10972.800000000001
N2E11,21.22023,112.627144,9768.84
N4E2,44.046249,20.614695,10668.0
N1E11,14.280039,110.234985,11887.2
N1E11,16.410828,119.868454,10058.4
N2E11,22.262583,114.720711,3787.1400000000003
N1E11,17.94812,111.123772,11887.2
N1E11,18.00252,111.020561,12192.0
N2E11,22.317078,116.673904,12466.320000000002
N2E11,20.858829,111.700401,12222.480000000001
N2E11,22.352142,115.284782,7071.360000000001
N1E11,18.701891,112.205917,9144.0
N2E12,24.920334,120.750122,6781.8
N2E11,23.507446,116.712257,8534.4
N2W9,21.567373,-81.826782,9448.800000000001
N1W9,19.602776,-81.213631,3329.94
N4W12,42.422077,-112.184975,7315.200000000001
N1E8,18.033325,82.115089,11582.400000000001
N1E12,16.222092,122.766869,10980.42
N1E12,11.382843,123.379166,7056.120000000001
N2E12,21.531481,125.507355,12192.0
N1E11,12.530326,118.346703,10972.800000000001
N1E10,13.709518,103.658798,10363.2
N0E11,3.785209,112.046906,11582.400000000001
N2E13,29.665421,134.879684,10355.58
N0E11,8.031751,114.616005,12192.0
N0E11,7.739682,117.329247,10980.42
N0E11,6.820679,116.680901,10972.800000000001
N0E12,8.627573,125.791939,10934.7
N1E11,14.208208,117.066795,10347.960000000001
N0E12,7.36972,125.396179,3131.82
N1E12,14.063804,121.237122,3817.6200000000003
N1E12,12.666818,120.134918,8793.48
N1E12,10.19426,122.856476,5227.320000000001
